过渡地址,转币天数,转币次数,最后一次交易时间,第一次交易时间,转币金额,总交易次数
0x4d9055a07aace29076cd6df4e6e2ca868975b690,7,10,2019/9/4,2018/7/19,500.615,77
0xad15f5859bf1fa5265e8d8933884de9549dba37e,7,21,2019/7/5,2019/6/28,2276.12,43
0x0797ef2b29a2d1c621db9754fd66ac912d92e4d6,7,10,2019/11/23,2018/8/5,108.501,204
0x4da853cfc659c4c763e5afe5ba127e3f9ea36d5b,7,28,2019/7/3,2019/6/27,582.049,67
0x9baba4d8ad51d6cea2817e4b3fa5f22d9098ef56,7,8,2019/9/26,2019/3/24,61.6735,38
0xa0315811810bda73c801601f4b943410ed967afc,7,8,2018/11/22,2018/10/14,189.249,17
0x30d0b5781c68b6a3120e85ee15f88cef9a3b8d6a,7,8,2019/5/31,2019/1/31,31.9491,18
0x899af28074ca44d4e41749c97dab08c2f133f9c5,7,8,2019/9/24,2018/8/31,804.963,783
0x148770c75677ec99b710cccf540ffcfd05834fdf,7,7,2019/3/5,2018/9/2,31.4707,26
0xd18dd363fbc14e4747f94fff04b10a34ed3e24d1,7,7,2021/3/8,2018/4/5,659.055,1796
0x308609ccf9599f6b51c0e5124bf1aa4bab6a6f2d,7,7,2019/11/16,2018/12/9,117.113,89
0x7a1a31af0bd966c0033466f81f2c1f22c6589123,7,7,2019/8/28,2018/7/17,44.9585,24
0xf0f974e3cae47256e06c472a820a983037939d7b,7,7,2019/8/30,2018/7/17,30.5733,89
0xb3ae3f717414d91207abe6baa777c32c83fbcb2d,7,8,2019/4/21,2018/9/15,197.958,42
0xf67fa6500b490a05c29a47b40a9e3b72e3044a15,7,8,2020/10/22,2018/7/18,28.015,781
0xcb4277be24ad2c85c370d0ee60485b7b6a3c4c02,7,10,2019/1/3,2018/8/27,111.184,40
0x36267435337d22caf30ff0093d7ef44d6dcf1d09,7,12,2019/5/7,2018/8/31,1713.69,32
0x74db09d240495ea1a8e04cbe97bafa67413ba9ee,7,7,2019/11/20,2018/7/27,79.79,169
0x5167934cd4ead65778490f594645df432dc37642,7,10,2019/8/21,2018/10/25,47.8602,60
0xd84b6f6914af3361535c28eed1839342e8b25167,7,10,2019/11/25,2018/8/4,18.4117,359
0xeac44716bbbd6915ed22c36af62d03a44c72c245,7,7,2019/8/12,2018/7/24,94.3991,104
0x147d1276de46f1f3f881a0a6df3f679b17778816,7,7,2019/7/20,2018/9/4,332.012,27
0xd916b9e53e7d13024f0078e8589d4a554148925d,7,7,2019/11/25,2018/7/27,13.7628,125
0x1309bf51f72f3dd3c8c4d82ed65dbb9840e74fd0,7,7,2019/5/1,2018/7/27,43.2393,122
0x2985783c0e48903e2974c3c2cf2609db49d20ca0,6,7,2018/11/6,2018/7/25,407.965,103
