过渡地址,转币天数,转币次数,最后一次交易时间,第一次交易时间,转币金额,总交易次数
0xec26cb47f363065107df7a28ebba2267725f9950,5,9,2018/6/24,2017/9/8,93.685,27
0x191f965fd7ea37e17935a9b40e841b088464a3c7,5,5,2020/11/30,2019/8/5,43.577,10
0xb6b3ab12685f7d2f40366be8500dd0bcaee90c71,5,7,2018/6/25,2017/9/4,427.983,17
0xe84244586054300f713674fa6de4d0fb46127877,5,8,2018/6/23,2017/7/8,1034.6,36
0x3f9bf07991aad839e765dbd714b795bf127dcdab,5,5,2018/6/22,2017/12/11,24.045,17
0x9060766b46be721d9cbfcccaa01bf7e77b8aab5b,5,6,2018/6/26,2018/1/6,116.326,12
0xf3427d920340bff17a38a9b130144c8b874367ac,5,5,2018/6/24,2018/1/5,55.94,11
0x7f27bfda63bae91adf01d097ab1da7d582035d26,5,13,2018/6/25,2017/6/28,458.028,29
0x92dc8eb554f2847db478dcf58d25277163f6b7a3,5,7,2018/9/10,2018/1/12,17.143,15
0xcef97ee62875497d512ab3429e50915ea30fe8e1,5,5,2018/6/26,2017/8/1,126.144,62
0x711b0700f159fa70d9567dbca50451033d3e71e0,5,7,2018/6/23,2017/9/9,760.69,56
