过渡地址,转币天数,转币次数,最后一次交易时间,第一次交易时间,转币金额,总交易次数
0xeeda199887494ed9d0aaeceb0bd927a623b5508b,9,9,2018/5/3,2017/12/22,47.2492,18
0xafeea5708096ca061f8bb4d0790814addde333fb,9,9,2018/10/31,2018/8/1,51.21,18
0x3e48d6229b901af569c61e2b09896803ee42acfc,9,22,2018/6/11,2017/11/20,905.786,72
0x3f3f9532111d33db7a7d4ef29c0420ee17646a25,9,10,2019/6/27,2018/7/25,36.7446,51
0xeaf6537655207d8222e50d24081c563ecabc84a3,9,10,2019/11/18,2018/7/18,14.2119,89
0x1c58cb6ae5665823076d8ff5789f881d55f87908,9,9,2020/3/24,2018/2/8,84.1518,172
0xddae0650e260357addd65c24739e3fb224670873,9,14,2018/4/23,2017/12/23,136.753,56
0x86d83dec54182e2a15ea31917672d05c42ac83f0,9,18,2018/2/5,2018/1/12,68.5823,36
0x6bbe2222064c192144709c4b4133811e18fc6cbc,9,10,2018/3/30,2018/2/25,1.36807,19
0xfaff320b970989666ec87523d3a4b01256906768,9,9,2019/1/7,2018/8/8,58.3295,18
0xbed7052c6ced0803f07998e23bbe42c016905a96,9,10,2018/6/19,2017/12/1,226.904,37
0xb4a9291f489d708ca5805db724ef6e0cc6acba1f,9,12,2019/9/17,2019/1/9,150.189,25
0x250c96c9380375ea79fa12f94d7e06db46fcd558,9,9,2018/5/19,2017/12/11,124.669,66
0x207fb52e8c9a71e3508bec3de21c7d26bb12097a,9,12,2018/5/15,2018/1/10,69.1625,32
0x526766a7466d52539991b53c4311e18955399d00,9,17,2018/6/24,2017/11/29,235.816,66
0x9180c45eb893821108ac5f7946f41b6f211629d3,9,11,2018/6/27,2017/12/8,789.789,40
